SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NAGA MANI MIZO TRIPURA,1960,0.00,6.10,24.90,34.20,193.80,406.40,374.90,286.60,255.60,165.90,51.30,0.30,1799.90,6.10,252.80,1323.50,217.50
NAGA MANI MIZO TRIPURA,1961,9.50,37.50,193.30,76.90,212.10,332.50,316.50,342.80,258.80,96.10,24.40,0.80,1901.20,47.00,482.40,1250.50,121.30
NAGA MANI MIZO TRIPURA,1962,11.20,26.60,5.40,139.80,156.60,554.60,298.80,356.60,142.50,130.40,0.00,0.00,1822.50,37.80,301.90,1352.40,130.40
NAGA MANI MIZO TRIPURA,1963,0.00,4.60,50.70,179.30,278.50,687.90,510.30,383.00,494.60,373.40,6.50,1.20,2970.00,4.60,508.40,2075.90,381.10
NAGA MANI MIZO TRIPURA,1964,4.00,37.10,67.90,280.60,303.20,357.80,484.40,242.00,213.30,284.70,46.30,7.50,2328.70,41.10,651.70,1297.40,338.40
NAGA MANI MIZO TRIPURA,1965,1.90,61.50,35.90,59.40,169.50,520.50,373.40,323.00,262.20,164.10,22.60,37.00,2031.00,63.40,264.70,1479.10,223.70
NAGA MANI MIZO TRIPURA,1966,15.00,2.70,39.80,85.30,190.30,666.80,399.30,405.00,361.50,207.00,40.90,65.10,2478.60,17.70,315.40,1832.60,313.00
NAGA MANI MIZO TRIPURA,1967,51.50,33.60,129.50,195.80,247.80,311.70,388.00,334.00,341.30,184.80,10.90,1.10,2229.90,85.00,573.10,1374.90,196.80
NAGA MANI MIZO TRIPURA,1968,17.30,20.90,80.90,142.20,253.80,396.10,531.90,391.00,178.30,68.90,28.70,0.00,2110.00,38.10,476.90,1497.40,97.60
NAGA MANI MIZO TRIPURA,1969,20.10,2.40,124.60,189.80,73.50,606.60,868.30,1347.20,228.10,126.30,23.20,0.00,3610.00,22.40,387.90,3050.20,149.50
NAGA MANI MIZO TRIPURA,1970,45.80,306.30,103.60,160.10,315.90,541.70,976.70,836.70,486.20,425.60,116.70,1.00,4316.20,352.10,579.60,2841.30,543.20
