SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
KONKAN & GOA,1978,0.00,0.00,0.00,8.30,86.60,946.20,907.20,575.40,243.00,67.20,48.80,2.80,2885.60,0.00,95.00,2671.80,118.80
KONKAN & GOA,1979,0.00,0.70,0.10,0.00,0.30,653.10,797.20,687.20,266.50,26.80,77.30,0.00,2509.20,0.70,0.40,2404.00,104.10
KONKAN & GOA,1980,0.00,0.00,0.00,3.50,2.90,877.70,749.90,851.80,166.40,20.70,26.10,25.20,2724.30,0.00,6.40,2645.80,72.10
KONKAN & GOA,1981,0.60,0.00,0.00,0.10,4.20,773.90,1073.00,708.60,480.60,59.10,24.50,0.10,3124.70,0.60,4.30,3036.10,83.70
KONKAN & GOA,1982,0.00,0.00,0.00,0.00,14.50,558.40,987.10,810.80,216.30,42.10,69.60,0.00,2698.90,0.00,14.50,2572.60,111.70
KONKAN & GOA,1983,0.00,0.00,0.00,0.30,0.40,655.30,1073.20,1331.20,638.80,102.40,9.70,3.20,3814.50,0.00,0.70,3698.60,115.20
KONKAN & GOA,1984,0.00,0.20,0.10,0.90,0.30,728.00,1090.50,421.40,220.50,118.70,2.90,0.30,2583.60,0.20,1.20,2460.40,121.80
KONKAN & GOA,1985,0.00,0.00,0.00,0.40,23.30,1000.00,921.30,663.10,153.10,204.80,2.50,0.00,2968.50,0.00,23.70,2737.50,207.30
KONKAN & GOA,1986,0.00,0.00,0.00,0.10,1.00,777.20,543.20,670.90,65.00,15.60,53.60,1.00,2127.70,0.00,1.10,2056.30,70.30
KONKAN & GOA,1987,0.00,0.00,0.00,0.60,9.00,612.00,832.20,835.60,149.30,166.80,20.20,9.30,2635.00,0.00,9.60,2429.10,196.30
KONKAN & GOA,1988,0.00,0.00,0.00,4.30,1.30,506.10,1432.10,664.40,617.90,66.90,0.00,0.00,3293.00,0.00,5.60,3220.60,66.90
KONKAN & GOA,1989,0.00,0.00,0.60,1.00,4.00,733.10,943.00,704.90,300.50,80.70,3.60,0.00,2771.50,0.00,5.60,2681.50,84.40
KONKAN & GOA,1990,0.00,0.00,0.10,0.00,193.90,802.10,873.70,1164.20,323.20,190.00,20.80,0.00,3568.00,0.00,194.00,3163.20,210.80
KONKAN & GOA,1991,0.00,0.00,0.00,6.40,14.70,759.20,1461.40,598.80,92.70,20.30,0.80,0.30,2954.60,0.00,21.20,2912.10,21.40
KONKAN & GOA,1992,0.00,0.00,0.00,0.00,6.20,493.00,822.90,1093.10,343.40,79.00,2.80,0.00,2840.40,0.00,6.20,2752.40,81.80
KONKAN & GOA,1993,0.00,0.00,0.60,0.10,11.40,587.70,1394.10,648.70,597.20,227.60,9.40,4.00,3480.90,0.00,12.10,3227.80,241.00
KONKAN & GOA,1994,1.30,0.00,0.00,12.50,11.70,784.80,1168.50,654.40,406.50,137.90,2.20,0.00,3179.80,1.30,24.20,3014.10,140.10
KONKAN & GOA,1995,3.50,0.00,0.00,3.30,15.30,345.90,1171.20,606.50,419.50,196.50,4.40,0.00,2766.00,3.50,18.60,2543.00,200.90
KONKAN & GOA,1996,0.10,0.00,0.00,0.60,1.40,535.70,1232.00,594.60,308.40,245.90,1.20,0.90,2920.70,0.10,1.90,2670.80,248.00
KONKAN & GOA,1997,2.60,0.00,0.80,1.80,0.20,757.90,1072.60,847.60,215.20,21.80,47.10,59.60,3027.20,2.60,2.80,2893.40,128.50
KONKAN & GOA,1998,0.00,0.00,0.00,0.00,9.70,671.30,909.10,758.30,561.80,280.00,44.30,0.10,3234.70,0.00,9.70,2900.60,324.40
KONKAN & GOA,1999,0.00,0.00,0.00,0.00,67.10,978.70,1105.10,283.70,297.10,179.70,0.70,0.00,2912.10,0.00,67.10,2664.50,180.40
KONKAN & GOA,2000,1.20,0.00,0.00,0.90,190.30,739.40,1200.40,789.50,111.90,91.80,1.60,6.20,3133.20,1.20,191.20,2841.20,99.70
KONKAN & GOA,2001,5.60,0.00,0.00,2.80,59.60,540.10,873.40,611.30,207.90,91.60,3.10,0.00,2395.40,5.60,62.40,2232.70,94.70
KONKAN & GOA,2002,0.00,0.00,0.10,2.80,9.40,942.00,452.80,834.50,217.10,75.30,3.00,0.30,2537.20,0.00,12.30,2446.40,78.60
KONKAN & GOA,2003,0.50,0.60,0.80,1.20,11.20,865.30,1013.90,593.70,298.70,54.40,1.90,0.00,2842.30,1.20,13.20,2771.60,56.30
KONKAN & GOA,2004,0.00,0.00,0.00,10.40,46.90,678.60,902.30,1011.50,293.30,32.90,10.20,0.00,2985.90,0.00,57.20,2885.50,43.10
KONKAN & GOA,2005,1.30,0.10,1.90,4.00,9.80,730.20,1340.90,772.20,678.80,76.50,0.00,0.10,3615.70,1.40,15.60,3522.20,76.60
KONKAN & GOA,2006,0.00,0.00,9.90,0.00,211.80,683.10,1066.20,886.40,399.90,202.40,22.50,0.00,3482.20,0.00,221.70,3035.60,224.90
KONKAN & GOA,2007,0.00,0.00,0.10,3.30,33.40,939.30,841.30,980.20,609.00,45.60,16.00,0.10,3468.50,0.00,36.90,3369.90,61.70
KONKAN & GOA,2008,0.00,0.10,31.50,0.30,11.10,798.50,766.60,833.10,551.20,57.30,0.90,2.40,3053.10,0.10,43.00,2949.30,60.60
KONKAN & GOA,2009,0.00,0.00,0.30,0.10,5.60,330.60,1271.20,292.90,387.50,307.40,121.00,0.00,2716.60,0.00,5.90,2282.20,428.50
KONKAN & GOA,2010,2.70,0.00,0.00,1.50,8.20,680.80,1405.30,850.00,531.30,190.20,106.70,1.40,3778.10,2.70,9.70,3467.40,298.30
KONKAN & GOA,2011,0.00,0.00,0.00,3.40,1.10,857.00,1384.10,987.90,468.30,120.30,3.10,0.00,3825.20,0.00,4.50,3697.30,123.50
KONKAN & GOA,2012,0.00,0.00,0.00,0.60,1.10,633.00,928.50,762.50,515.30,175.10,2.30,0.00,3018.40,0.00,1.70,2839.30,177.40
KONKAN & GOA,2013,1.80,5.40,0.10,0.10,18.50,1028.30,1478.50,497.60,340.70,149.30,2.10,1.50,3524.00,7.30,18.70,3345.20,152.80
KONKAN & GOA,2014,1.30,5.30,1.80,0.70,21.30,238.20,1293.20,658.00,419.50,98.70,8.00,11.70,2757.50,6.60,23.80,2608.80,118.40
KONKAN & GOA,2015,2.70,0.00,36.80,3.60,11.30,764.00,526.50,377.30,240.90,91.40,27.30,0.00,2082.00,2.70,51.70,1908.70,118.80
